Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
11,tt2055768,2021-03-10,2021-03-10,"Porn enough said","The Freudian Thing","The Freudian Thing",https://www.imdb.com/title/tt2055768/,Movie,4.6,55,1969,"Drama",25,,"Ed Hunt",,
12,tt10648670,2021-04-20,2021-04-20,"Same film as bondage fuck knows why imdb put the title twice on here im rating 9 so it helps my 9 rating bump up would of rated 10 cause its porn nough said","Die perverse Herrin und ihre Opfer","Die perverse Herrin und ihre Opfer",https://www.imdb.com/title/tt10648670/,Short,6.2,15,1969,"Short, Adult",10,,,,
13,tt10648678,2021-04-20,2021-04-20,"Same film as die fuck knows why imdb put the title twice on here im rating 9 so it helps my 9 rating bump up would of rated 10 cause its porn nough said","Bondage in der Kellerbar","Bondage in der Kellerbar",https://www.imdb.com/title/tt10648678/,Short,,10,1969,"Short, Adult",0,,,,
14,tt0262122,2021-08-07,2021-08-16,"Very good early porno a must watch for any porn fan.","Winter Sports","Winter Sports",https://www.imdb.com/title/tt0262122/,Movie,4.9,79,1970,"Adult",35,1970-10,,,
15,tt2178082,2021-08-16,2021-08-16,"A great early porno not alot of cock n pussy scenes mostly tit and censored sex scenes mostly just people fucking and kissing not like todays porn but still a good watch.","Have You Ever Been on a Trip?","Have You Ever Been on a Trip?",https://www.imdb.com/title/tt2178082/,Movie,4.2,65,1970,,24,,,,
16,tt2456998,2021-09-13,2021-09-14,"Very good early porno alot of great tit n ass action heaps of pussy scenes actual penis scenes and close up action and cum!Possibly the first porno to ever add cum.","The Naked Nympho","The Naked Nympho",https://www.imdb.com/title/tt2456998/,Movie,4.9,74,1970,"Adult",25,,"Bob Chinn",,
17,tt0065904,2021-08-19,2021-08-19,"Was classed lost until 1978.A must watch if your not a soccermum or anti porn fan or cancel culture spazz. One of the best early pornos so kuch tit n ass and penis scemes, close up action of the pussy and tits while there is also penetration.Thank you Stallion for not buyimg this and letting it get released to the public.","The Party at Kitty and Stud's","The Party at Kitty and Stud's",https://www.imdb.com/title/tt0065904/,Movie,2.5,71,1970,"Comedy, Drama, Romance",2605,1970-02-10,"Morton M. Lewis",,
18,tt3444650,2021-10-27,2021-11-11,"Porn enough said","The Oral Generation","The Oral Generation",https://www.imdb.com/title/tt3444650/,Movie,5.3,65,1973,"Documentary, Adult",63,1973-07-04,"Richard Franklin",,
19,tt2095635,2021-10-09,2021-10-09,"Very good porn film the only reason low ratings was because soccermums, anti-porn fans and cancel culture spazz's downvote cause there shocked.Yeah it featured penetration a chick was riding a penis in a cowgirl position if that's not penetration then i don't know what's going on in life.","Enter the Virgin","Enter the Virgin",https://www.imdb.com/title/tt2095635/,Movie,4.4,52,1970,"Adult",19,,,,
20,tt2271355,2021-10-13,2021-11-11,"Porn enough said","Hard Luck Pal","Hard Luck Pal",https://www.imdb.com/title/tt2271355/,Movie,4.2,56,1970,"Adult",17,,,,
21,tt0127853,2021-11-11,2021-11-11,"Perfect possibly one of the best underrated and possibly hated porno's becuase of the beheading of a gay, but what do you expect this was the era for it and i would deff be giving this a 10 just for that!!!The story was alright as well and no real horror elements unless your gay be worried because this will happen to them all of them.","Widow Blue!","Widow Blue!",https://www.imdb.com/title/tt0127853/,Movie,4.8,71,1970,"Adult, Crime, Horror",168,1970,"Walt Davis",,
22,tt0185613,2021-09-29,2021-10-01,"How White Collar's should be made a good porno not really a doco but more a white collar one, another early porno to add cum felt amazing.","Pornografie in Dänemark - Zur Sache, Kätzchen","Pornografie in Dänemark - Zur Sache, Kätzchen",https://www.imdb.com/title/tt0185613/,Movie,5.3,82,1970,"Adult, Comedy",31,1970-04-17,"Michael Miller",,
23,tt0066092,2021-08-09,2021-08-16,"Porn enough said.","Mona: The Virgin Nymph","Mona: The Virgin Nymph",https://www.imdb.com/title/tt0066092/,Movie,4.3,71,1970,"Adult, Comedy",219,1972-06-26,"Michael Benveniste, Howard Ziehm",,
24,tt0077510,2021-07-08,2021-07-08,"Porn enough said.","Erotic Adventures of Candy","Erotic Adventures of Candy",https://www.imdb.com/title/tt0077510/,Movie,5.4,84,1978,"Adult, Comedy",293,1982-02-25,"Gail Palmer",,
25,tt0124413,2021-11-12,2021-11-12,,"Doctor I'm Coming","Doctor I'm Coming",https://www.imdb.com/title/tt0124413/,Movie,4.8,62,1970,"Adult, Comedy",19,1975-06-18,"Rod Killy",,
26,tt1868027,2021-11-14,2021-11-14,,"Kama Sutra '71","Kama Sutra '71",https://www.imdb.com/title/tt1868027/,Movie,6.0,76,1970,"Drama, Romance",31,1970-12-21,"Raj Devi",,
27,tt0217392,2021-11-14,2021-11-14,,"Dr. Dildo's Secret","Dr. Dildo's Secret",https://www.imdb.com/title/tt0217392/,Movie,4.1,65,1970,"Comedy, Sci-Fi",58,,,,
28,tt1518684,2021-11-16,2021-11-17,"Porn though not as good as other pornos from the 70's","Dead Eye Dick","Dead Eye Dick",https://www.imdb.com/title/tt1518684/,Movie,3.8,59,1970,"Crime",44,1970,,,
29,tt0189634,2021-12-05,2021-12-05,,"Africa Erotica: A Happening in Africa","Jungle Erotic",https://www.imdb.com/title/tt0189634/,Movie,3.6,83,1970,"Adventure, Drama",232,1970-11,"Zygmunt Sulistrowski, Louis Soulanes",,
30,tt0778674,2022-05-31,2022-05-31,,"Dr. Christina of Sweden","Dr. Christina of Sweden",https://www.imdb.com/title/tt0778674/,Movie,4.2,61,1970,"Adult",70,2005-12-27,"Nick Millard",,
31,tt0066349,2022-06-25,2022-06-25,,"Bizarre","Secrets of Sex",https://www.imdb.com/title/tt0066349/,Movie,4.5,92,1970,"Comedy, Fantasy, Horror",443,1970-03,"Antony Balch",,
32,tt5903054,2023-08-28,2023-08-28,"Great porno from 1970, it had some good penis and vagina scenes but the comedy aspect didn't make much sense.","Homer... The Late Comer","Homer... The Late Comer",https://www.imdb.com/title/tt5903054/,Movie,4.2,57,1970,"Adult, Comedy, Horror",34,,"Ian De Praved",,
33,tt0208438,2023-02-16,2023-02-16,"Porn Enough said, alot of nudity and alot of orgies that's what porn is all about.","Mrs. Stone's Thing","Mrs. Stone's Thing",https://www.imdb.com/title/tt0208438/,Movie,4.8,76,1970,"Drama",75,1973-07-11,"Joseph F. Robertson",,
34,tt0197046,2023-03-18,2023-03-20,"A very good early porno had heaps of cock n pussy scenes very good and a must watch for any early porno fans.","Tomatoes","Tomatoes",https://www.imdb.com/title/tt0197046/,Movie,5.4,69,1970,"Adult, Comedy",55,,"Joseph F. Robertson",,
35,tt0261592,2023-03-29,2023-03-29,,"Bulls Market","Bulls Market",https://www.imdb.com/title/tt0261592/,Movie,4.6,51,1970,"Drama",44,1970,"Bob Vosse",,
36,tt1553387,2023-05-22,2023-05-22,,"The Pimp Primer","The Pimp Primer",https://www.imdb.com/title/tt1553387/,Movie,5.7,52,1970,"Drama, Romance",69,1970,"Nick Millard",,
37,tt0326088,2023-07-05,2023-07-05,,"Roxanna","Roxanna",https://www.imdb.com/title/tt0326088/,Movie,4.6,51,1970,"Drama",301,1970-01-01,"Nick Millard",,
38,tt0143480,2023-07-08,2023-07-09,"Porn enough said","Love from Paris","Love from Paris",https://www.imdb.com/title/tt0143480/,Movie,4.1,56,1970,"Comedy, Romance",24,,"En Cognito",,
39,tt2534532,2023-07-09,2023-07-09,"Porn enough said","Sex Before Marriage","Sex Before Marriage",https://www.imdb.com/title/tt2534532/,Movie,3.6,79,1970,"Adult, Comedy",36,,,,
40,tt0154874,2023-07-09,2023-07-09,"Good early porno, alot of nudity including vaginas and penises on the side view from both. Some penetration was covered but overall enjoyable.","The Midnight Graduate","The Midnight Graduate",https://www.imdb.com/title/tt0154874/,Movie,5.8,70,1970,"Drama, Romance",51,1971-08-23,"Bob Vosse",,
41,tt1500683,2023-07-13,2023-07-14,"A good early porno alot of vaginas and penises with actual penetration but those scenes where off camera.","Affair in the Air","Affair in the Air",https://www.imdb.com/title/tt1500683/,Movie,3.8,59,1970,"Comedy",45,,"Phineas T. Kum-Quat",,
42,tt1206573,2023-09-09,2023-09-09,,"I Want You!","I Want You!",https://www.imdb.com/title/tt1206573/,Movie,5.3,63,1970,"Adult",69,,,,
43,tt0220476,2023-07-15,2023-07-16,"Porn enough said","Fuzz","Fuzz",https://www.imdb.com/title/tt0220476/,Movie,4.6,60,1970,"Adult, Comedy",55,1970,,,
44,tt0066360,2023-07-15,2023-07-16,"Early horror porno, John Holmes as Dracula while there wasn't alot of penetration there was heaps of penises and vagina scenes.","Sex and the Single Vampire","Sex and the Single Vampire",https://www.imdb.com/title/tt0066360/,Movie,4.1,55,1970,"Comedy, Horror",157,,"Modunk Phreezer",,
45,tt0143679,2023-07-16,2023-07-16,"Good early porno stimulation of women eating pussy penises , vaginas etc are seen.","Mind Blowers","Mind Blowers",https://www.imdb.com/title/tt0143679/,Movie,3.7,48,1970,"Drama",30,1970,,,
46,tt5472996,2023-07-16,2023-07-16,,"The Lost John Holmes Films: Balls in Action","Balls in Action",https://www.imdb.com/title/tt5472996/,Movie,5.3,58,1970,"Adult",21,1970,"Rod Killy",,
47,tt0468830,2023-07-16,2023-07-16,,"Delicato","Delicato",https://www.imdb.com/title/tt0468830/,Movie,4.1,59,1970,"Comedy, Drama",113,,"Nick Millard",,
48,tt0142565,2023-07-16,2023-07-16,,"Fräulein Leather","Fräulein Leather",https://www.imdb.com/title/tt0142565/,Movie,4.9,63,1970,"Adult",63,1970-01-01,"Nick Millard",,
49,tt3428270,2023-08-01,2023-08-01,,"Wendy's Palace","Wendy's Palace",https://www.imdb.com/title/tt3428270/,Movie,4.4,72,1970,"Drama, Romance",51,1971,"Kemal Horulu, Kenneth Schwartz, Ray Wells",,
50,tt0445157,2023-08-28,2023-08-28,"Above average for 1971 had some great bj and facesi&ing scenes but other then that they missed the mark alot of bad photography brought the score down but the moans kept it up.","101 Acts of Love","101 Acts of Love",https://www.imdb.com/title/tt0445157/,Movie,4.9,46,1971,"Adult",56,1971,"Eric Jeffrey Haims",,
51,tt0178452,2023-08-28,2023-08-28,"Holy fuck I was not expecting this it had it all lesbian, bdsm and actual scenes from s toys. A bit odd for some but great material for others that robot with the penis was the first induction into bdsm voiced machines?The strap on scenes where amazing and you see actual. Cum from the men and women doing it do yourself a favor and watch this. If your a spccermum, poonhater or cancelculture stay away you'll get triggered.","The Flanders and Alcott Report on Sexual Response","The Flanders and Alcott Report on Sexual Response",https://www.imdb.com/title/tt0178452/,Movie,5.4,77,1971,"Adult, Drama",31,1971-03,"Eric Jeffrey Haims",,
52,tt0192777,2023-08-30,2023-08-30,"Another great porno, with actual fucking and sucking.If your a spccermum, poonhater or cancelculture stay away you'll get triggered.","Weekend Roulette","Weekend Roulette",https://www.imdb.com/title/tt0192777/,Movie,3.9,60,1971,"Adult, Drama",16,1971-02,"En Cognito",,
53,tt0068948,2023-09-06,2023-09-07,"Porn enough said, not much of a storyline but there was some very good scenes. Even some early toy scenes.","Millie's Homecoming","Millie's Homecoming",https://www.imdb.com/title/tt0068948/,Movie,5.6,65,1971,"Adult, Comedy",70,1973-07-27,"Eduardo Cemano",,
54,tt0153562,2023-09-10,2023-09-10,,"The Virgin Rape","The Virgin Rape",https://www.imdb.com/title/tt0153562/,Movie,5.2,58,1971,"Adult, Drama",45,1971,"James R. Haskin",,
55,tt0129578,2023-09-19,2023-09-19,,"The Weirdos and the Oddballs","The Weirdos and the Oddballs",https://www.imdb.com/title/tt0129578/,Movie,5.4,63,1971,"Adult",28,1971-11-17,"Eduardo Cemano",,
56,tt1264966,2023-09-19,2023-09-22,"Porn enough said","Sam Dobbs","Sam Dobbs - Detective",https://www.imdb.com/title/tt1264966/,Movie,6.7,,1971,"Adult",38,1971-03-12,,,
57,tt1264971,2023-09-21,2023-09-22,"Very good porno better then Sam Dobbs one. Close up action, actual cum and a great storyline.","Zodiac Killer","Zodiac Killer",https://www.imdb.com/title/tt1264971/,Movie,5.2,63,1971,"Adult, Comedy, Crime",50,1971-09,"John Lamb",,
58,tt0129495,2023-09-22,2023-09-22,,"The Undergraduate","The Undergraduate",https://www.imdb.com/title/tt0129495/,Movie,5.1,68,1971,"Adult, Drama",48,1971-04-19,"John Flanders",,
59,tt0127229,2023-09-22,2023-09-23,"Average porno more a white collar styled one.Don't get me wrong great sex scenes it just needed more.","Refinements in Love","Refinements in Love",https://www.imdb.com/title/tt0127229/,Movie,5.3,90,1971,"Adult",134,1980-01-31,"Carlos Tobalina",,
60,tt0145159,2023-09-24,2023-09-24,,"Sessions of Love Therapy","Sessions of Love Therapy",https://www.imdb.com/title/tt0145159/,Movie,5.8,87,1971,"Adult, Drama",25,1971-12-10,"John Flanders, Eric Jeffrey Haims",,
61,tt0257160,2023-09-29,2023-09-29,,"Sexual Liberty Now","Sexual Liberty Now",https://www.imdb.com/title/tt0257160/,Movie,6.1,80,1971,"Documentary, Adult",58,1971-09-13,"John Lamb",,
62,tt0128482,2023-09-24,2023-09-24,,"She Did What He Wanted","She Did What He Wanted",https://www.imdb.com/title/tt0128482/,Movie,6.1,55,1971,"Fantasy",67,1971,"William Rotsler",,
63,tt0277403,2023-10-17,2023-10-18,"Porn enough said","Turn-on Orgy","Turn-on Orgy",https://www.imdb.com/title/tt0277403/,Short,4.7,38,1971,"Short, Adult",10,1971,,,
64,tt5567468,2023-09-25,2023-10-18,"Porn enough said","The Big Snatch","The Big Snatch",https://www.imdb.com/title/tt5567468/,Movie,4.7,60,1971,"Adult, Crime",33,1971,"Mark Hunter",,
65,tt0127865,2023-10-20,2023-10-20,"This was a odd film it had some first time stuff but then was awfully shot and the diaper scene *vomits*  With the bad cinematography and awful idea of adding the diaper fetish I rated in according. However we do see the first ever pegging scene which is historic it only lasted a few seconds.","Sex as You Like It","Sex as You Like It",https://www.imdb.com/title/tt0127865/,Movie,5.2,54,1971,"Adult",25,1971-08-06,,,
66,tt0143463,2023-10-17,2023-10-18,"Porn enough said","Love Making U.S.A.","Love Making U.S.A.",https://www.imdb.com/title/tt0143463/,Movie,3.7,53,1971,"Adult",30,1971,"Joseph F. Robertson",,
67,tt3467254,2023-09-25,2023-10-18,"Hardcore version of a touch of Sweden.","Pastries","Pastries",https://www.imdb.com/title/tt3467254/,Movie,4.3,66,1975,"Adult, Comedy",28,,"Joseph F. Robertson",,
68,tt0196128,2023-10-25,2023-10-25,,"Supercharger","Supercharger",https://www.imdb.com/title/tt0196128/,Movie,5.1,59,1971,"Adult",20,1971-08,"Anthony Spinelli",,
69,tt0276522,2023-11-09,2023-11-09,,"Eye Spy!","Eye Spy!",https://www.imdb.com/title/tt0276522/,Movie,4.4,68,1971,"Adult, Drama, Mystery",46,1971,"Donn Greer",,
70,tt0141442,2023-11-17,2023-11-17,,"Johnny Wadd","Johnny Wadd",https://www.imdb.com/title/tt0141442/,Movie,6.0,71,1971,"Adult, Mystery",91,1971-10,"Bob Chinn",,
71,tt0250509,2023-11-17,2023-11-17,,"Long John","Long John",https://www.imdb.com/title/tt0250509/,Movie,6.4,,1971,"Adult",8,1971-05-03,"Bob Chinn",,
72,tt0067843,2023-11-24,2023-11-24,,"Terror at Orgy Castle","Terror at Orgy Castle",https://www.imdb.com/title/tt0067843/,Movie,3.7,63,1971,"Fantasy, Horror",336,1972-12-18,"Zoltan G. Spencer",,
73,tt0067479,2023-11-24,2023-11-24,,"'Necromania': A Tale of Weird Love!","'Necromania': A Tale of Weird Love!",https://www.imdb.com/title/tt0067479/,Movie,3.4,54,1971,"Horror, Adult",585,1971-10-06,"Edward D. Wood Jr.",,
74,tt0156538,2023-12-08,2023-12-08,,"Flesh of the Lotus","Flesh of the Lotus",https://www.imdb.com/title/tt0156538/,Movie,5.0,67,1971,"Adult, Crime, Drama, Mystery",56,1971-12,"Bob Chinn",,
75,tt0126564,2024-02-21,2024-02-21,"A wonderful early porno it had a mixture of the first ever bi scenes in here which was more popular in the 2000's but this would of made people cringe back then due to the bi scenes overall a must watch.","Ole!","Ole!",https://www.imdb.com/title/tt0126564/,Movie,6.4,63,1971,"Adult, Comedy",27,,"Walt Davis",,
76,tt0142501,2024-05-16,2024-05-16,,"The Lady's Bed Companions","The Lady's Bed Companions",https://www.imdb.com/title/tt0142501/,Movie,5.8,61,1971,"Adult",16,1971-10,"James R. Haskin",,
77,tt0275981,2024-07-29,2024-07-29,,"Bride's Delight","Bride's Delight",https://www.imdb.com/title/tt0275981/,Movie,4.7,52,1971,"Adult, Comedy",18,1971-07,"James R. Haskin",,
78,tt0275965,2024-07-30,2024-07-30,,"Big Hair Romp","Big Hair Romp",https://www.imdb.com/title/tt0275965/,Movie,3.5,53,1971,"Adult",16,1971,"James R. Haskin",,
79,tt0148766,2024-08-04,2024-08-04,,"Sexual Therapist","Sexual Therapist",https://www.imdb.com/title/tt0148766/,Movie,5.7,,1971,"Adult",20,1971,"Anthony Spinelli",,
80,tt0276095,2024-08-04,2024-08-04,,"The Dropout","The Dropout",https://www.imdb.com/title/tt0276095/,Movie,4.6,60,1971,"Adult, Comedy",16,1971,,,
81,tt0135194,2024-08-29,2024-08-29,,"City Women","City Women",https://www.imdb.com/title/tt0135194/,Movie,5.7,60,1971,"Adult, Romance",19,1971,,,
82,tt0147469,2024-09-22,2024-09-22,,"Sex Pursuits","Sex Pursuits",https://www.imdb.com/title/tt0147469/,Movie,4.4,60,1971,"Adult",21,1971-06,,,
83,tt0221653,2024-10-03,2024-10-03,,"Too Much Loving","Too Much Loving",https://www.imdb.com/title/tt0221653/,Movie,3.8,54,1971,"Adult, Comedy, Romance, Sci-Fi",74,1971,,,
84,tt0244214,2024-10-09,2024-10-09,,"Skin Flick Madness","Skin Flick Madness",https://www.imdb.com/title/tt0244214/,Movie,4.5,54,1971,"Adult",23,,"Bluth Blaine",,
85,tt0276395,2024-10-09,2024-10-09,,"Peek Freak","Peek Freak",https://www.imdb.com/title/tt0276395/,Movie,5.2,56,1971,"Adult",20,1971,"Ray Dennis Steckler, William Rotsler",,
86,tt0277168,2024-10-09,2024-10-09,,"Mrs. Harris' Cavity","Mrs. Harris' Cavity",https://www.imdb.com/title/tt0277168/,Movie,2.8,58,1971,"Adult, Comedy",65,1971,,,
87,tt0144398,2024-10-15,2024-10-15,,"My Tongue Is -Quick!","My Tongue Is -Quick!",https://www.imdb.com/title/tt0144398/,Movie,5.6,60,1971,"Adult, Comedy",36,,,,
88,tt0276510,2024-10-22,2024-10-22,,"'S.M.A.S.H-H. or How to Get Hung'","'S.M.A.S.H-H. or How to Get Hung'",https://www.imdb.com/title/tt0276510/,Movie,5.2,72,1971,"Adult, Comedy",16,,"Ivan Stephens",,
89,tt0184338,2024-10-24,2024-10-24,,"The Château","The Château",https://www.imdb.com/title/tt0184338/,Movie,4.3,61,1971,"Adult, Crime",24,1971,,,
90,tt0265698,2024-11-03,2024-11-03,,"Satans Lust","Satans Lust",https://www.imdb.com/title/tt0265698/,Movie,4.1,54,1971,"Adult, Horror",91,,,,
91,tt0272130,2024-11-03,2024-11-03,,"Hotter Than Hell","Hotter Than Hell",https://www.imdb.com/title/tt0272130/,Movie,3.8,66,1971,"Adult, Comedy, Horror",89,1971,"Al Mamar",,
92,tt0067533,2024-11-12,2024-11-12,,"The Only House in Town","The Only House in Town",https://www.imdb.com/title/tt0067533/,Movie,4.3,54,1971,"Action, Adult, Drama, Fantasy, Horror",118,1971,"Edward D. Wood Jr.",,
93,tt3799230,2024-11-12,2024-11-12,,"Nympho Cycler","Nympho Cycler",https://www.imdb.com/title/tt3799230/,Movie,4.9,52,1971,"Comedy",88,1971,"Edward D. Wood Jr.",,
94,tt0265637,2024-11-27,2024-11-27,,"Rendezvous in Hell","Rendezvous in Hell",https://www.imdb.com/title/tt0265637/,Movie,4.4,58,1971,"Adult, Crime",28,1971-06-02,"James E. Myers",,
95,tt0190732,2024-11-27,2024-11-27,,"Sacrilege","Sacrilege",https://www.imdb.com/title/tt0190732/,Movie,4.1,56,1971,"Adult, Horror",91,1971-01-13,"Ray Dennis Steckler",,
96,tt0194764,2024-11-28,2024-11-28,,"Coming West","Coming West",https://www.imdb.com/title/tt0194764/,Movie,5.2,53,1971,"Adult, Romance, Western",64,1971-06,"Steve Scott",,
97,tt0235414,2024-11-30,2024-11-30,"It was actually a good porno, many people who watched this are either brainwashed sheep or soccermoms who hate erotica. I however enjoyed it, it had some good sex scenes and then there was bigfoot going for some booty possibly one of the first an@l films ever. PS this has nothing to do with animals.","The Geek","The Geek",https://www.imdb.com/title/tt0235414/,Movie,2.9,50,1971,"Adult, Horror",208,1971-07-07,,,
98,tt5783304,2024-12-01,2024-12-01,"Man this was good it had everything an@l, cumsh@ts for everyone that said its bad theyre either soccermoms or cancel culture.","The Erotic Adventures of Hercules","The Erotic Adventures of Hercules",https://www.imdb.com/title/tt5783304/,Movie,3.3,58,1971,"Adult, Adventure",31,1971,"Rik Tazíner",,
99,tt2055716,2024-12-03,2024-12-03,,"Porno Mondo: An In Depth Study of Porno Films","Porno Mondo: An In Depth Study of Porno Films",https://www.imdb.com/title/tt2055716/,Movie,4.3,61,1971,"Adult",31,1971,"Federico Schwartz",,
100,tt0187259,2024-12-03,2024-12-03,,"The Mad Love Life of a Hot Vampire","The Mad Love Life of a Hot Vampire",https://www.imdb.com/title/tt0187259/,Movie,3.6,50,1971,"Adult, Comedy, Horror",138,1971-02-19,"Ray Dennis Steckler",,
101,tt0122897,2024-12-04,2024-12-04,,"The Altar of Lust","The Altar of Lust",https://www.imdb.com/title/tt0122897/,Movie,4.6,78,1971,"Adult, Drama, Horror",170,1972-04-05,"Roberta Findlay",,
102,tt0219744,2024-12-05,2024-12-05,,"Harlot","Harlot",https://www.imdb.com/title/tt0219744/,Movie,4.3,64,1971,"Adult, Comedy",130,1971-03,"Michael Benveniste, Howard Ziehm",,
103,tt0148968,2024-12-06,2024-12-06,,"Snatched Women","Snatched Women",https://www.imdb.com/title/tt0148968/,Movie,5.1,67,1971,"Adult, Crime",35,1971,,,
104,tt0193015,2024-12-06,2024-12-06,,"Black Love","Black Love",https://www.imdb.com/title/tt0193015/,Movie,3.4,73,1971,"Adult",199,1971-09-28,"Herschell Gordon Lewis",,
105,tt2271369,2024-12-06,2024-12-06,,"How to Make a Sex Movie!!","How to Make a Sex Movie!!",https://www.imdb.com/title/tt2271369/,Movie,4.7,54,1971,"Adult",21,,"Ray Dennis Steckler",,
106,tt0072321,2024-12-07,2024-12-07,,"Triple Play","Triple Play",https://www.imdb.com/title/tt0072321/,Movie,3.4,57,1971,"Adult",24,1971,"Ray Dennis Steckler",,
107,tt0145270,2024-12-07,2024-12-07,,"'Daisy Lay': Ozark Virgin?","'Daisy Lay': Ozark Virgin?",https://www.imdb.com/title/tt0145270/,Movie,4.7,57,1971,"Adult",33,1971,"Ray Dennis Steckler",,
108,tt0067279,2024-12-07,2024-12-07,,"Josefine Mutzenbacher II - Meine 365 Liebhaber","Josefine Mutzenbacher II - Meine 365 Liebhaber",https://www.imdb.com/title/tt0067279/,Movie,4.3,82,1971,"Drama",68,1971-03-25,"Kurt Nachmann",,
109,tt0145229,2024-12-10,2024-12-10,,"The Orgy Machine","The Orgy Machine",https://www.imdb.com/title/tt0145229/,Movie,4.6,62,1972,"Adult, Comedy",54,,"Ann Perry",,
110,tt0156371,2024-12-28,2024-12-28,,"The Blonde in Black Lace","The Blonde in Black Lace",https://www.imdb.com/title/tt0156371/,Movie,5.5,57,1972,"Adult, Crime, Drama",37,1972-09-15,"Bob Chinn",,
111,tt0244143,2024-12-28,2024-12-28,,"Pornography in Hollywood","Pornography in Hollywood",https://www.imdb.com/title/tt0244143/,Movie,6.3,68,1972,"Documentary, Adult",19,1981-03-26,"Leonard Kirtman",,
112,tt0127129,2024-12-31,2024-12-31,"Yes this is porn imo, it had plenty of TnA along with schlong going inside pus if that's not porn then j'm a Monkey's Uncle.","Drop Out Wife","Drop Out Wife",https://www.imdb.com/title/tt0127129/,Movie,4.3,82,1972,"Drama",211,1972,"Stephen C. Apostolof",,
113,tt2120157,2025-02-09,2025-02-09,,"The Suckers","The Suckers",https://www.imdb.com/title/tt2120157/,Movie,4.6,80,1972,"Horror, Thriller",117,,"Stu Segall",,
114,tt0152773,2025-02-12,2025-02-12,,"The Swing Thing","The Swing Thing",https://www.imdb.com/title/tt0152773/,Movie,4.3,61,1972,"Adult, Comedy",23,1972-11,"Walt Davis",,
115,tt0228702,2025-03-18,2025-03-18,,"The Partnership","The Partnership",https://www.imdb.com/title/tt0228702/,Short,4.9,44,1972,"Short, Adult",12,1972-03-27,,,
116,tt0191229,2025-04-08,2025-04-08,,"Keep It Up","Keep It Up",https://www.imdb.com/title/tt0191229/,Movie,4.9,76,1972,"Adult, Drama",12,1972-07-21,"T.M.C.",,
